FileName,EmoClass,EmoAct,EmoVal,EmoDom,SpkrID,Gender,Split_Set
MSP-PODCAST_0099_0182.wav,X,5.0,4.4,5.4,15,Male,Train
MSP-PODCAST_0099_0297.wav,H,4.0,4.8,5.0,192,Male,Train
MSP-PODCAST_0099_0401.wav,N,2.714286,4.428571,3.761905,15,Male,Train
MSP-PODCAST_0099_0406.wav,H,6.0,4.8,5.8,191,Male,Train
MSP-PODCAST_0099_0432.wav,H,6.5,4.875,6.375,15,Male,Train
MSP-PODCAST_0099_0487.wav,X,4.8,3.4,5.2,15,Male,Train
MSP-PODCAST_0099_0519.wav,U,4.8,3.6,5.2,15,Male,Train
MSP-PODCAST_0099_0577.wav,H,4.4,5.2,5.0,15,Male,Train
MSP-PODCAST_0099_0594.wav,H,6.727273,6.090909,5.909091,661,Male,Train
MSP-PODCAST_0109_0016.wav,U,5.2,5.8,5.2,41,Male,Train
MSP-PODCAST_0109_0039.wav,N,4.631579,3.263158,5.052632,40,Male,Train
MSP-PODCAST_0109_0072.wav,A,4.4,2.4,3.8,1685,Male,Train
MSP-PODCAST_0109_0092.wav,A,5.0,2.8,4.6,6,Male,Train
MSP-PODCAST_0109_0093.wav,X,4.916667,3.833333,4.666667,6,Male,Train
MSP-PODCAST_0109_0119.wav,N,4.8,3.2,4.2,6,Male,Train
MSP-PODCAST_0109_0120.wav,N,4.2,3.2,4.2,6,Male,Train
MSP-PODCAST_0109_0147.wav,A,4.4,3.4,3.8,215,Male,Train
MSP-PODCAST_0109_0362.wav,N,3.4,5.0,3.4,695,Female,Train
MSP-PODCAST_0109_0376.wav,N,4.952381,3.571429,4.238095,695,Female,Train
MSP-PODCAST_0109_0510.wav,N,4.8,3.6,4.6,41,Male,Train
MSP-PODCAST_0109_0710.wav,X,4.5,3.15,4.45,41,Male,Train
MSP-PODCAST_0118_0025.wav,N,4.4,4.6,4.8,41,Male,Train
MSP-PODCAST_0129_0203.wav,X,4.888889,3.5,4.777778,74,Male,Train
MSP-PODCAST_0129_0264.wav,N,4.0,4.4,4.0,38,Male,Train
MSP-PODCAST_0135_0009.wav,N,1.8,4.4,3.0,10,Male,Train
MSP-PODCAST_0135_0585.wav,N,2.2,4.2,3.2,12,Male,Train
MSP-PODCAST_0140_0021.wav,N,3.6,3.6,4.0,10,Male,Train
MSP-PODCAST_0140_0073.wav,N,2.8,4.2,3.4,12,Male,Train
MSP-PODCAST_0140_0075.wav,H,4.4,5.0,4.4,10,Male,Train
MSP-PODCAST_0140_0085.wav,N,2.6,4.6,2.6,12,Male,Train
MSP-PODCAST_0140_0117.wav,N,3.8,4.4,4.0,12,Male,Train
MSP-PODCAST_0140_0124.wav,N,2.055556,3.833333,2.777778,10,Male,Train
MSP-PODCAST_0140_0134.wav,N,2.8,4.4,3.6,12,Male,Train
MSP-PODCAST_0140_0138.wav,H,3.6,5.4,3.6,12,Male,Train
MSP-PODCAST_0140_0161.wav,N,4.0,4.8,5.0,12,Male,Train
MSP-PODCAST_0140_0189.wav,H,3.4,5.4,4.0,12,Male,Train
MSP-PODCAST_0140_0197.wav,N,2.2,4.0,2.8,12,Male,Train
MSP-PODCAST_0140_0208.wav,X,2.4,3.6,2.6,12,Male,Train
MSP-PODCAST_0140_0213.wav,N,2.2,4.0,3.2,10,Male,Train
MSP-PODCAST_0140_0241.wav,X,4.0,3.0,4.6,10,Male,Train
MSP-PODCAST_0140_0247.wav,H,3.4,5.2,4.0,12,Male,Train
MSP-PODCAST_0140_0253.wav,X,3.2,5.2,3.8,12,Male,Train
MSP-PODCAST_0140_0265.wav,N,4.0,4.6,4.2,12,Male,Train
MSP-PODCAST_0140_0283.wav,H,3.8,4.6,3.6,10,Male,Train
MSP-PODCAST_0140_0287.wav,N,2.0,4.0,2.2,10,Male,Train
MSP-PODCAST_0140_0289.wav,N,2.588235,3.705882,2.823529,12,Male,Train
MSP-PODCAST_0140_0291.wav,H,3.6,5.0,4.8,10,Male,Train
MSP-PODCAST_0140_0308.wav,N,2.2,4.2,3.6,10,Male,Train
MSP-PODCAST_0140_0338.wav,H,3.4,4.6,4.0,10,Male,Train
MSP-PODCAST_0153_0189.wav,N,5.64,3.48,5.28,15,Male,Train
MSP-PODCAST_0153_0299.wav,N,4.6,3.8,5.0,14,Female,Train
MSP-PODCAST_0156_0072.wav,X,3.944444,3.222222,5.0,58,Male,Train
MSP-PODCAST_0156_0116.wav,N,4.588235,4.235294,4.470588,57,Male,Train
MSP-PODCAST_0156_0279.wav,N,4.117647,4.823529,4.352941,58,Male,Train
MSP-PODCAST_0156_0320.wav,N,3.6,3.8,4.2,57,Male,Train
MSP-PODCAST_0156_0344.wav,N,3.6,4.8,4.2,58,Male,Train
MSP-PODCAST_0156_0348.wav,C,4.6,3.6,4.6,58,Male,Train
MSP-PODCAST_0156_0368.wav,H,4.2,5.6,3.8,57,Male,Train
MSP-PODCAST_0159_0172.wav,N,4.0,5.0,4.0,527,Male,Train
MSP-PODCAST_0163_0191.wav,C,2.8,3.6,4.2,15,Male,Train
MSP-PODCAST_0163_0297.wav,X,5.25,3.916667,5.166667,15,Male,Train
MSP-PODCAST_0189_0551.wav,H,5.631579,5.789474,5.473684,241,Male,Train
MSP-PODCAST_0204_0050.wav,N,4.6,4.6,5.0,21,Male,Train
MSP-PODCAST_0204_0148.wav,N,3.235294,4.235294,4.058824,21,Male,Train
MSP-PODCAST_0204_0218.wav,H,4.8,5.0,5.0,1241,Male,Train
MSP-PODCAST_0230_0301.wav,A,5.111111,2.222222,5.277778,88,Male,Train
MSP-PODCAST_0239_0023.wav,N,4.6,4.0,5.0,61,Male,Train
MSP-PODCAST_0239_0025.wav,N,4.764706,4.764706,4.529412,61,Male,Train
MSP-PODCAST_0239_0032.wav,U,4.4,5.0,5.0,62,Male,Train
MSP-PODCAST_0239_0039.wav,N,4.294118,4.411765,4.411765,62,Male,Train
MSP-PODCAST_0239_0044.wav,H,4.6,5.8,5.0,61,Male,Train
MSP-PODCAST_0239_0068.wav,H,4.6,5.4,4.8,62,Male,Train
MSP-PODCAST_0239_0094.wav,X,4.8,4.0,5.0,61,Male,Train
MSP-PODCAST_0239_0147.wav,N,3.823529,4.058824,4.411765,62,Male,Train
MSP-PODCAST_0239_0232.wav,C,4.4,3.6,4.7,61,Male,Train
MSP-PODCAST_0239_0242.wav,N,4.2,4.6,4.4,62,Male,Train
MSP-PODCAST_0239_0265.wav,H,4.8,4.2,4.2,61,Male,Train
MSP-PODCAST_0239_0287.wav,H,4.2,6.0,4.2,61,Male,Train
MSP-PODCAST_0239_0298.wav,N,5.176471,4.411765,4.647059,62,Male,Train
MSP-PODCAST_0239_0311.wav,N,5.0,5.4,5.4,61,Male,Train
MSP-PODCAST_0239_0355.wav,X,4.2,4.2,4.8,61,Male,Train
MSP-PODCAST_0239_0388.wav,X,3.6,3.4,3.8,62,Male,Train
MSP-PODCAST_0239_0411.wav,N,3.6,3.6,4.0,62,Male,Train
MSP-PODCAST_0239_0536.wav,N,3.2,4.2,4.4,62,Male,Train
MSP-PODCAST_0239_0537.wav,N,4.0,4.4,4.4,61,Male,Train
MSP-PODCAST_0239_0614.wav,N,4.6,4.4,4.6,62,Male,Train
MSP-PODCAST_0239_0659.wav,N,4.166667,4.611111,4.222222,61,Male,Train
MSP-PODCAST_0239_0679.wav,N,4.133333,3.933333,4.266667,61,Male,Train
MSP-PODCAST_0239_0777.wav,N,3.529412,4.294118,4.470588,61,Male,Train
MSP-PODCAST_0239_0790.wav,X,4.4,4.8,4.4,62,Male,Train
MSP-PODCAST_0239_0836.wav,X,5.5,3.333333,4.916667,61,Male,Train
MSP-PODCAST_0239_0868.wav,H,4.2,5.2,4.4,61,Male,Train
MSP-PODCAST_0239_0934.wav,N,4.4,4.8,4.8,61,Male,Train
MSP-PODCAST_0239_0980.wav,C,4.0,2.2,4.6,61,Male,Train
MSP-PODCAST_0239_0986.wav,N,4.0,4.4,4.0,62,Male,Train
MSP-PODCAST_0241_0006.wav,N,3.8,4.2,3.4,65,Male,Train
MSP-PODCAST_0241_0090.wav,N,5.0,3.666667,5.333333,64,Male,Train
MSP-PODCAST_0241_0097.wav,N,4.6,3.6,4.8,64,Male,Train
MSP-PODCAST_0241_0144.wav,X,5.3,4.4,5.0,64,Male,Train
MSP-PODCAST_0241_0147.wav,H,5.333333,5.166667,5.416667,64,Male,Train
MSP-PODCAST_0241_0250.wav,X,4.4,4.8,4.6,64,Male,Train
MSP-PODCAST_0241_0265.wav,H,4.8,4.8,4.4,65,Male,Train
MSP-PODCAST_0241_0337.wav,N,4.2,4.4,4.4,64,Male,Train
MSP-PODCAST_0241_0466.wav,A,4.277778,2.222222,4.5,65,Male,Train
MSP-PODCAST_0241_0488.wav,N,5.434783,4.391304,4.869565,64,Male,Train
MSP-PODCAST_0253_0238.wav,H,6.368421,4.789474,5.842105,15,Male,Train
MSP-PODCAST_0257_0001.wav,N,3.4,4.4,4.4,185,Male,Train
MSP-PODCAST_0257_0007.wav,X,4.2,5.2,4.2,25,Female,Train
MSP-PODCAST_0257_0027.wav,X,4.4,3.2,4.0,186,Female,Train
MSP-PODCAST_0257_0052.wav,N,3.2,3.8,3.4,24,Female,Train
MSP-PODCAST_0257_0056.wav,N,2.2,4.4,2.8,24,Female,Train
MSP-PODCAST_0257_0059.wav,N,3.6,3.8,3.0,24,Female,Train
MSP-PODCAST_0257_0062.wav,N,4.2,3.8,4.0,24,Female,Train
MSP-PODCAST_0257_0064.wav,X,3.2,3.6,4.0,24,Female,Train
MSP-PODCAST_0257_0065.wav,N,3.08,3.32,3.4,24,Female,Train
MSP-PODCAST_0257_0071.wav,N,2.222222,4.222222,3.555556,24,Female,Train
MSP-PODCAST_0257_0077.wav,N,3.722222,4.777778,4.444444,25,Female,Train
MSP-PODCAST_0257_0192.wav,N,2.352941,4.352941,2.941176,191,Male,Train
MSP-PODCAST_0279_0047.wav,N,2.833333,4.277778,3.277778,205,Male,Train
MSP-PODCAST_0279_0111.wav,N,4.055556,3.777778,4.611111,192,Male,Train
MSP-PODCAST_0279_0124.wav,N,3.555556,4.944444,4.166667,202,Female,Train
MSP-PODCAST_0279_0125.wav,N,3.6,3.8,4.0,202,Female,Train
MSP-PODCAST_0279_0228.wav,X,4.0,5.666667,4.166667,201,Female,Train
MSP-PODCAST_0279_0280.wav,X,4.2,5.4,4.4,25,Female,Train
MSP-PODCAST_0283_0221.wav,H,5.473684,5.684211,5.052632,374,Female,Train
MSP-PODCAST_0285_0347.wav,H,3.0,5.4,3.2,66,Male,Train
MSP-PODCAST_0285_0366.wav,N,2.153846,4.0,3.846154,67,Male,Train
MSP-PODCAST_0285_0404.wav,N,3.2,4.4,3.6,348,Male,Train
MSP-PODCAST_0285_0406.wav,N,2.4,4.0,2.8,348,Male,Train
MSP-PODCAST_0285_0416.wav,N,2.2,4.2,2.8,347,Female,Train
MSP-PODCAST_0285_0418.wav,N,2.769231,4.384615,3.538462,67,Male,Train
MSP-PODCAST_0285_0447.wav,N,1.8,4.0,2.6,68,Female,Train
MSP-PODCAST_0285_0448.wav,N,2.4,4.8,3.0,68,Female,Train
MSP-PODCAST_0285_0455.wav,N,2.555556,4.777778,3.611111,67,Male,Train
MSP-PODCAST_0285_0478.wav,H,3.1,4.6,3.8,68,Female,Train
MSP-PODCAST_0285_0484.wav,N,3.0,4.2,3.8,68,Female,Train
MSP-PODCAST_0285_0492.wav,X,3.384615,3.538462,3.538462,68,Female,Train
MSP-PODCAST_0285_0495.wav,N,2.461538,4.230769,2.923077,68,Female,Train
MSP-PODCAST_0285_0497.wav,N,3.153846,4.153846,2.769231,68,Female,Train
MSP-PODCAST_0285_0500.wav,N,3.153846,4.384615,3.0,68,Female,Train
MSP-PODCAST_0285_0590.wav,N,2.538462,4.461538,3.384615,67,Male,Train
MSP-PODCAST_0285_0593.wav,H,4.0,5.4,4.2,348,Male,Train
MSP-PODCAST_0285_0790.wav,N,3.3,4.3,4.3,69,Female,Train
MSP-PODCAST_0285_0823.wav,N,3.4,3.8,4.4,69,Female,Train
MSP-PODCAST_0285_0828.wav,N,2.769231,4.692308,3.384615,69,Female,Train
MSP-PODCAST_0377_0520.wav,N,2.470588,3.352941,3.176471,468,Male,Train
MSP-PODCAST_0404_0084.wav,A,4.2,2.2,5.0,1246,Male,Train
MSP-PODCAST_0415_0208.wav,H,4.6,5.6,4.8,40,Male,Train
MSP-PODCAST_0417_0041.wav,N,4.6,4.0,5.4,40,Male,Train
MSP-PODCAST_0418_0896.wav,H,5.722222,4.611111,5.611111,135,Male,Train
MSP-PODCAST_0437_0837.wav,N,2.0,4.2,3.6,420,Male,Train
MSP-PODCAST_0439_1329.wav,U,6.352941,4.588235,5.823529,70,Male,Train
MSP-PODCAST_0466_0075.wav,A,3.0,2.6,3.6,1247,Female,Train
MSP-PODCAST_0475_0584.wav,H,4.6,4.0,4.8,652,Male,Train
MSP-PODCAST_0479_0091.wav,C,4.75,2.875,4.75,1247,Female,Train
MSP-PODCAST_0546_0247.wav,A,5.941176,3.235294,5.705882,228,Male,Train
MSP-PODCAST_0546_0462.wav,A,5.947368,2.789474,5.631579,227,Male,Train
MSP-PODCAST_0546_0647.wav,A,5.8,3.0,5.8,228,Male,Train
MSP-PODCAST_0548_0233.wav,A,6.0,4.0,6.0,41,Male,Train
MSP-PODCAST_0548_0520.wav,C,5.0,4.2,5.0,41,Male,Train
MSP-PODCAST_0725_0169_0001.wav,H,4.8,5.8,5.2,428,Male,Train
MSP-PODCAST_0739_0260_0004.wav,A,3.4,2.6,4.0,248,Female,Train
MSP-PODCAST_0748_0042_0003.wav,N,4.8,3.2,5.0,246,Female,Train
MSP-PODCAST_0748_0360_0003.wav,N,3.2,3.2,3.8,246,Female,Train
MSP-PODCAST_0757_0309.wav,U,5.4,3.6,5.4,107,Female,Train
MSP-PODCAST_0760_0026.wav,N,1.8,3.8,3.6,211,Male,Train
MSP-PODCAST_0760_0664.wav,N,2.8,3.2,4.6,211,Male,Train
MSP-PODCAST_0769_0101.wav,X,5.2,3.4,5.2,107,Female,Train
MSP-PODCAST_0778_0111.wav,A,5.666667,2.75,5.416667,249,Male,Train
MSP-PODCAST_0790_0510.wav,N,3.0,3.8,2.8,137,Female,Train
MSP-PODCAST_0792_0395.wav,U,3.4,3.8,4.2,41,Male,Train
MSP-PODCAST_0792_0718.wav,N,5.4,4.2,5.4,41,Male,Train
MSP-PODCAST_0003_0086.wav,N,2.4,4.0,3.6,3,Male,Train
MSP-PODCAST_0080_0061.wav,N,1.736842,3.631579,3.0,541,Male,Train
MSP-PODCAST_0172_0879.wav,U,5.153846,4.769231,4.923077,99,Male,Train
MSP-PODCAST_0196_0013.wav,H,4.736842,5.421053,5.105263,515,Male,Train
MSP-PODCAST_0215_0268.wav,N,2.583333,3.166667,3.25,121,Male,Train
MSP-PODCAST_0237_0289.wav,D,5.294118,3.117647,5.0,219,Male,Train
MSP-PODCAST_0251_0890.wav,F,6.666667,2.833333,6.0,72,Male,Train
MSP-PODCAST_0325_0284.wav,N,3.4,3.2,3.2,108,Male,Train
MSP-PODCAST_0325_0359.wav,D,4.2,2.0,3.8,108,Male,Train
MSP-PODCAST_0333_1166.wav,A,6.111111,2.388889,5.833333,70,Male,Train
MSP-PODCAST_0003_0114.wav,N,4.4,3.4,5.2,3,Male,Train
MSP-PODCAST_0037_0883.wav,X,5.6,4.2,5.4,457,Male,Train
MSP-PODCAST_0060_0050.wav,N,3.2,3.8,3.0,223,Female,Train
MSP-PODCAST_0132_0376.wav,N,5.0,4.2,4.6,1687,Male,Train
MSP-PODCAST_0153_0065.wav,H,5.2,5.2,5.1,15,Male,Train
MSP-PODCAST_0171_1140.wav,N,4.8,4.2,4.0,1692,Female,Train
MSP-PODCAST_0216_0478.wav,A,5.25,3.166667,4.75,93,Female,Train
MSP-PODCAST_0285_0563.wav,N,4.2,4.0,4.8,347,Female,Train
MSP-PODCAST_0285_0740.wav,N,4.2,4.2,3.8,66,Male,Train
MSP-PODCAST_0463_0423.wav,N,4.4,3.8,4.4,135,Male,Train
MSP-PODCAST_0619_0336.wav,N,5.2,4.4,4.6,381,Female,Train
MSP-PODCAST_0622_0449.wav,N,5.2,3.8,5.2,40,Male,Train
MSP-PODCAST_0732_0113.wav,S,4.666667,3.5,4.5,234,Female,Train
MSP-PODCAST_0732_0456_0001.wav,N,4.8,3.2,5.0,234,Female,Train
MSP-PODCAST_0738_0120.wav,N,4.2,3.4,4.2,1261,Female,Train
MSP-PODCAST_0746_0026.wav,N,4.6,4.2,4.6,364,Male,Train
MSP-PODCAST_0746_0078_0002.wav,N,4.2,4.0,3.6,359,Male,Train
MSP-PODCAST_0748_0028.wav,N,5.2,4.6,4.8,246,Female,Train
MSP-PODCAST_0749_0248.wav,N,3.8,4.0,3.6,245,Male,Train
MSP-PODCAST_0750_0199.wav,N,4.4,3.8,4.4,602,Male,Train
MSP-PODCAST_0776_0121.wav,N,5.0,3.833333,5.0,685,Female,Train
MSP-PODCAST_0781_0269.wav,N,4.4,4.0,4.0,701,Male,Train
MSP-PODCAST_0800_0250.wav,N,5.166667,3.5,4.666667,245,Male,Train
MSP-PODCAST_0003_0129.wav,N,3.8,4.0,3.8,3,Male,Train
MSP-PODCAST_0003_0583.wav,N,3.722222,3.0,4.111111,3,Male,Train
MSP-PODCAST_0023_0466.wav,S,3.4,3.6,3.8,795,Female,Train
MSP-PODCAST_0033_0010.wav,N,4.2,3.6,3.8,31,Male,Train
MSP-PODCAST_0033_0014.wav,N,3.4,4.0,4.2,31,Male,Train
MSP-PODCAST_0035_0007.wav,N,3.764706,3.705882,4.176471,31,Male,Train
MSP-PODCAST_0040_0045.wav,N,3.0,4.2,3.2,423,Male,Train
MSP-PODCAST_0040_0198.wav,N,2.869565,4.478261,3.478261,425,Male,Train
MSP-PODCAST_0048_0048.wav,H,4.2,4.4,3.2,537,Male,Train
MSP-PODCAST_0048_0113.wav,U,3.0,3.2,2.6,537,Male,Train
MSP-PODCAST_0054_0110.wav,N,4.0,4.4,4.6,25,Female,Train
MSP-PODCAST_0054_0294.wav,N,3.8,4.8,4.2,25,Female,Train
MSP-PODCAST_0061_0023.wav,H,3.636364,4.545455,3.818182,47,Male,Train
MSP-PODCAST_0061_0058.wav,N,2.0,3.4,2.8,48,Male,Train
MSP-PODCAST_0061_0108.wav,N,2.535714,3.285714,3.642857,48,Male,Train
MSP-PODCAST_0061_0121.wav,N,3.166667,3.555556,3.833333,48,Male,Train
MSP-PODCAST_0061_0125.wav,N,2.833333,3.944444,3.444444,48,Male,Train
MSP-PODCAST_0061_0169.wav,X,2.6,3.2,3.2,48,Male,Train
MSP-PODCAST_0061_0219.wav,N,2.8,3.4,3.8,48,Male,Train
MSP-PODCAST_0061_0229.wav,N,2.571429,3.47619,3.47619,48,Male,Train
MSP-PODCAST_0061_0248.wav,X,3.0,2.6,3.8,48,Male,Train
MSP-PODCAST_0061_0254.wav,N,2.6,3.2,2.6,48,Male,Train
MSP-PODCAST_0061_0260.wav,N,3.0,4.0,3.4,47,Male,Train
MSP-PODCAST_0061_0262.wav,X,3.636364,3.545455,3.727273,47,Male,Train
MSP-PODCAST_0061_0318.wav,N,4.166667,4.0,3.555556,48,Male,Train
MSP-PODCAST_0061_0355.wav,X,3.384615,5.0,4.538462,48,Male,Train
MSP-PODCAST_0061_0372.wav,N,2.6,3.2,3.2,48,Male,Train
MSP-PODCAST_0063_0010.wav,N,2.529412,4.823529,4.294118,223,Female,Train
MSP-PODCAST_0063_0012.wav,N,3.705882,4.411765,4.294118,223,Female,Train
MSP-PODCAST_0094_0044.wav,N,3.0,3.0,3.333333,536,Male,Train
MSP-PODCAST_0094_0050.wav,N,3.368421,4.105263,2.947368,535,Male,Train
MSP-PODCAST_0099_0108.wav,X,4.4,2.6,4.8,15,Male,Train
MSP-PODCAST_0099_0119.wav,H,5.272727,5.727273,5.545455,15,Male,Train
MSP-PODCAST_0099_0178.wav,H,6.222222,5.444444,6.0,15,Male,Train
MSP-PODCAST_0099_0180.wav,N,4.95,3.8,5.15,15,Male,Train
MSP-PODCAST_0099_0203.wav,N,3.6,3.8,4.0,15,Male,Train
MSP-PODCAST_0099_0265.wav,N,2.8,4.2,3.4,192,Male,Train
MSP-PODCAST_0099_0345.wav,N,5.0,3.73913,5.130435,191,Male,Train
MSP-PODCAST_0099_0378.wav,H,5.5,4.833333,5.666667,192,Male,Train
MSP-PODCAST_0099_0436.wav,A,6.454545,2.181818,5.909091,15,Male,Train
MSP-PODCAST_0099_0467.wav,X,5.545455,2.909091,4.727273,219,Male,Train
MSP-PODCAST_0099_0545.wav,N,4.578947,4.157895,4.684211,661,Male,Train
MSP-PODCAST_0099_0617.wav,N,6.0,3.8,6.2,15,Male,Train
MSP-PODCAST_0101_0013.wav,N,1.0,3.6,1.2,89,Male,Train
MSP-PODCAST_0109_0075.wav,D,5.0,3.0,4.777778,696,Male,Train
MSP-PODCAST_0109_0085.wav,H,5.12,5.16,5.04,6,Male,Train
MSP-PODCAST_0109_0087.wav,N,4.0,4.0,4.2,6,Male,Train
MSP-PODCAST_0109_0130.wav,N,2.666667,3.833333,3.083333,215,Male,Train
MSP-PODCAST_0109_0262.wav,N,3.0,3.4,3.0,264,Male,Train
MSP-PODCAST_0109_0322.wav,H,4.6,5.2,5.0,41,Male,Train
MSP-PODCAST_0109_0405.wav,A,6.666667,2.555556,6.222222,40,Male,Train
MSP-PODCAST_0109_0576.wav,F,4.4,2.4,4.8,40,Male,Train
MSP-PODCAST_0109_0727.wav,X,4.684211,4.842105,4.894737,41,Male,Train
MSP-PODCAST_0109_0729.wav,H,4.2,5.4,4.6,175,Female,Train
MSP-PODCAST_0129_0126.wav,N,3.8,4.0,3.8,74,Male,Train
MSP-PODCAST_0131_0023.wav,N,3.647059,4.529412,4.176471,215,Male,Train
MSP-PODCAST_0135_0060.wav,H,3.777778,5.111111,4.222222,10,Male,Train
MSP-PODCAST_0135_0194.wav,H,3.2,4.6,3.6,11,Male,Train
MSP-PODCAST_0135_0287.wav,N,3.6,4.0,3.6,12,Male,Train
MSP-PODCAST_0135_0377.wav,N,2.647059,4.294118,3.352941,10,Male,Train
MSP-PODCAST_0135_0553.wav,H,2.8,5.8,3.8,10,Male,Train
MSP-PODCAST_0135_0628.wav,N,2.6,4.0,3.4,10,Male,Train
MSP-PODCAST_0135_0661.wav,N,3.333333,2.833333,3.75,10,Male,Train
MSP-PODCAST_0135_0734.wav,H,3.055556,4.722222,3.5,12,Male,Train
MSP-PODCAST_0135_0880.wav,X,3.2,2.9,3.4,10,Male,Train
MSP-PODCAST_0135_0914.wav,H,6.111111,6.444444,5.888889,12,Male,Train
MSP-PODCAST_0140_0023.wav,H,4.0,5.2,3.8,10,Male,Train
MSP-PODCAST_0140_0139.wav,H,4.5,5.5,4.222222,12,Male,Train
MSP-PODCAST_0140_0153.wav,X,4.136364,4.681818,4.227273,12,Male,Train
MSP-PODCAST_0140_0171.wav,N,2.6,3.6,3.0,12,Male,Train
MSP-PODCAST_0140_0172.wav,N,2.833333,4.666667,3.166667,12,Male,Train
MSP-PODCAST_0140_0173.wav,N,1.8,4.0,2.4,12,Male,Train
MSP-PODCAST_0140_0174.wav,N,2.8,4.0,3.2,12,Male,Train
MSP-PODCAST_0140_0211.wav,N,2.5,3.875,3.625,10,Male,Train
MSP-PODCAST_0140_0212.wav,N,2.75,4.25,3.5,10,Male,Train
MSP-PODCAST_0140_0244.wav,N,1.5,4.0,2.166667,10,Male,Train
MSP-PODCAST_0140_0249.wav,N,2.777778,4.333333,2.944444,12,Male,Train
MSP-PODCAST_0140_0290.wav,N,2.166667,3.666667,2.833333,10,Male,Train
MSP-PODCAST_0140_0299.wav,N,3.444444,4.166667,4.222222,10,Male,Train
MSP-PODCAST_0140_0309.wav,N,2.2,4.0,2.8,10,Male,Train
MSP-PODCAST_0140_0323.wav,N,4.083333,4.833333,4.166667,10,Male,Train
MSP-PODCAST_0149_0003.wav,N,4.8,4.0,4.8,56,Male,Train
MSP-PODCAST_0149_0032.wav,N,4.2,4.0,4.2,56,Male,Train
MSP-PODCAST_0149_0050.wav,U,4.4,4.6,4.6,55,Male,Train
MSP-PODCAST_0149_0058.wav,A,4.2,3.4,5.2,56,Male,Train
MSP-PODCAST_0149_0061.wav,N,4.4,4.0,4.2,56,Male,Train
MSP-PODCAST_0149_0063.wav,N,4.222222,4.111111,4.444444,56,Male,Train
